candidate_id,stage1_score
cand_094613,88.00
cand_096503,88.00
cand_000031,87.00
cand_002434,87.00
cand_004009,87.00
cand_009176,87.00
cand_011750,87.00
cand_020663,87.00
cand_025407,87.00
cand_027889,87.00
cand_036726,87.00
cand_041278,87.00
cand_044499,87.00
cand_045032,87.00
cand_046819,87.00
cand_047998,87.00
cand_054791,87.00
cand_061029,87.00
cand_068109,87.00
cand_070166,87.00
cand_070555,87.00
cand_076909,87.00
cand_079225,87.00
cand_090684,87.00
cand_091240,87.00
cand_093293,87.00
cand_099520,87.00
cand_001975,86.00
cand_003012,86.00
cand_005920,86.00
cand_013176,86.00
cand_018412,86.00
cand_020164,86.00
cand_021240,86.00
cand_022665,86.00
cand_023726,86.00
cand_023923,86.00
cand_024078,86.00
cand_024713,86.00
cand_024909,86.00
cand_027780,86.00
cand_030889,86.00
cand_036744,86.00
cand_038143,86.00
cand_042316,86.00
cand_050428,86.00
cand_053639,86.00
cand_056306,86.00
cand_060152,86.00
cand_061350,86.00
cand_062976,86.00
cand_067320,86.00
cand_067658,86.00
cand_074237,86.00
cand_076448,86.00
cand_079397,86.00
cand_081336,86.00
cand_082449,86.00
cand_085027,86.00
cand_086151,86.00
cand_086832,86.00
cand_092539,86.00
cand_094918,86.00
cand_001061,85.00
cand_002008,85.00
cand_002944,85.00
cand_003540,85.00
cand_003890,85.00
cand_005507,85.00
cand_006360,85.00
cand_008850,85.00
cand_010997,85.00
cand_011337,85.00
cand_012118,85.00
cand_013101,85.00
cand_013695,85.00
cand_015963,85.00
cand_016526,85.00
cand_021269,85.00
cand_022276,85.00
cand_026071,85.00
cand_027030,85.00
cand_027812,85.00
cand_035556,85.00
cand_038641,85.00
cand_042391,85.00
cand_045741,85.00
cand_050739,85.00
cand_051914,85.00
cand_052181,85.00
cand_055393,85.00
cand_055801,85.00
cand_057974,85.00
cand_061071,85.00
cand_063838,85.00
cand_064101,85.00
cand_067662,85.00
cand_070590,85.00
cand_071169,85.00
cand_075064,85.00
cand_077691,85.00
cand_079038,85.00
cand_080275,85.00
cand_085509,85.00
cand_086481,85.00
cand_088734,85.00
cand_089103,85.00
cand_089281,85.00
cand_090486,85.00
cand_091979,85.00
cand_092013,85.00
cand_093151,85.00
cand_093246,85.00
cand_095440,85.00
cand_097615,85.00
cand_099381,85.00
cand_099652,85.00
cand_099789,85.00
cand_000992,84.00
cand_003615,84.00
cand_004588,84.00
cand_010343,84.00
cand_013911,84.00
cand_015307,84.00
cand_018113,84.00
cand_019943,84.00
cand_023489,84.00
cand_026058,84.00
cand_028554,84.00
cand_031140,84.00
cand_036375,84.00
cand_037626,84.00
cand_042040,84.00
cand_044948,84.00
cand_046724,84.00
cand_052880,84.00
cand_054018,84.00
cand_060836,84.00
cand_065954,84.00
cand_075608,84.00
cand_078521,84.00
cand_079129,84.00
cand_079727,84.00
cand_080167,84.00
cand_082366,84.00
cand_086785,84.00
cand_087103,84.00
cand_087877,84.00
cand_088920,84.00
cand_089670,84.00
cand_090751,84.00
cand_091255,84.00
cand_092077,84.00
cand_092398,84.00
cand_093763,84.00
cand_096274,84.00
cand_099195,84.00
cand_099820,84.00
cand_099984,84.00
cand_000959,83.00
cand_002365,83.00
cand_002586,83.00
cand_005846,83.00
cand_007120,83.00
cand_008093,83.00
cand_009341,83.00
cand_010535,83.00
cand_013316,83.00
cand_013865,83.00
cand_015002,83.00
cand_017214,83.00
cand_020612,83.00
cand_021681,83.00
cand_023711,83.00
cand_023862,83.00
cand_024848,83.00
cand_027917,83.00
cand_027993,83.00
cand_029014,83.00
cand_029135,83.00
cand_032058,83.00
cand_032165,83.00
cand_035039,83.00
cand_037468,83.00
cand_041295,83.00
cand_041646,83.00
cand_042778,83.00
cand_042923,83.00
cand_045691,83.00
cand_046200,83.00
cand_046579,83.00
cand_047788,83.00
cand_047945,83.00
cand_051196,83.00
cand_053286,83.00
cand_054312,83.00
cand_054475,83.00
cand_054484,83.00
cand_056844,83.00
cand_056908,83.00
cand_056954,83.00
cand_059130,83.00
cand_059356,83.00
cand_059567,83.00
cand_059684,83.00
cand_060846,83.00
cand_061980,83.00
cand_064152,83.00
cand_064506,83.00
cand_065915,83.00
cand_067770,83.00
cand_068505,83.00
cand_070001,83.00
cand_070447,83.00
cand_070997,83.00
cand_071432,83.00
cand_072413,83.00
cand_073008,83.00
cand_073160,83.00
cand_073415,83.00
cand_075643,83.00
cand_078190,83.00
cand_078474,83.00
cand_078630,83.00
cand_079699,83.00
cand_080341,83.00
cand_082218,83.00
cand_082888,83.00
cand_083018,83.00
cand_083544,83.00
cand_085138,83.00
cand_086517,83.00
cand_088219,83.00
cand_088634,83.00
cand_088937,83.00
cand_089206,83.00
cand_089588,83.00
cand_092616,83.00
cand_000986,82.00
cand_001288,82.00
cand_002489,82.00
cand_002844,82.00
cand_003798,82.00
cand_006442,82.00
cand_006553,82.00
cand_007625,82.00
cand_008334,82.00
cand_008604,82.00
cand_009320,82.00
cand_009387,82.00
cand_009693,82.00
cand_010790,82.00
cand_011396,82.00
cand_011438,82.00
cand_011696,82.00
cand_012089,82.00
cand_014237,82.00
cand_014778,82.00
cand_016255,82.00
cand_016418,82.00
cand_016454,82.00
cand_020565,82.00
cand_021432,82.00
cand_022200,82.00
cand_022545,82.00
cand_022748,82.00
cand_024593,82.00
cand_027213,82.00
cand_028168,82.00
cand_029099,82.00
cand_029958,82.00
cand_030461,82.00
cand_030515,82.00
cand_030537,82.00
cand_033199,82.00
cand_035312,82.00
cand_035884,82.00
cand_037119,82.00
cand_038010,82.00
cand_041591,82.00
cand_045080,82.00
cand_049328,82.00
cand_051691,82.00
cand_051923,82.00
cand_052323,82.00
cand_053902,82.00
cand_057652,82.00
cand_062792,82.00
cand_063999,82.00
cand_064845,82.00
cand_066851,82.00
cand_066875,82.00
cand_068188,82.00
cand_070925,82.00
cand_071074,82.00
cand_072124,82.00
cand_074554,82.00
cand_075609,82.00
cand_075905,82.00
cand_076534,82.00
cand_078345,82.00
cand_079116,82.00
cand_079210,82.00
cand_080747,82.00
cand_083252,82.00
cand_085354,82.00
cand_085951,82.00
cand_086070,82.00
cand_086884,82.00
cand_087699,82.00
cand_090400,82.00
cand_091011,82.00
cand_091042,82.00
cand_091811,82.00
cand_098227,82.00
cand_001503,81.00
cand_002424,81.00
cand_004461,81.00
cand_005734,81.00
cand_005750,81.00
cand_007457,81.00
cand_007564,81.00
cand_008081,81.00
cand_009417,81.00
cand_009625,81.00
cand_010699,81.00
cand_011446,81.00
cand_011992,81.00
cand_013083,81.00
cand_013214,81.00
cand_014050,81.00
cand_014970,81.00
cand_015965,81.00
cand_016525,81.00
cand_017040,81.00
cand_018185,81.00
cand_020132,81.00
cand_021634,81.00
cand_023641,81.00
cand_024612,81.00
cand_024807,81.00
cand_024818,81.00
cand_025351,81.00
cand_029644,81.00
cand_030682,81.00
cand_031156,81.00
cand_031798,81.00
cand_032409,81.00
cand_032768,81.00
cand_034155,81.00
cand_036959,81.00
cand_037570,81.00
cand_038231,81.00
cand_038795,81.00
cand_038869,81.00
cand_040549,81.00
cand_041194,81.00
cand_042259,81.00
cand_042556,81.00
cand_042631,81.00
cand_044129,81.00
cand_045143,81.00
cand_045527,81.00
cand_046655,81.00
cand_046902,81.00
cand_047262,81.00
cand_047401,81.00
cand_048541,81.00
cand_049147,81.00
cand_049740,81.00
cand_050388,81.00
cand_051748,81.00
cand_051815,81.00
cand_052128,81.00
cand_053115,81.00
cand_053157,81.00
cand_056183,81.00
cand_056315,81.00
cand_057377,81.00
cand_058274,81.00
cand_058399,81.00
cand_058696,81.00
cand_059219,81.00
cand_059919,81.00
cand_060510,81.00
cand_060715,81.00
cand_060824,81.00
cand_061138,81.00
cand_061678,81.00
cand_061887,81.00
cand_062167,81.00
cand_062896,81.00
cand_064788,81.00
cand_064813,81.00
cand_065634,81.00
cand_067977,81.00
cand_070647,81.00
cand_071001,81.00
cand_071442,81.00
cand_073587,81.00
cand_074560,81.00
cand_075048,81.00
cand_079549,81.00
cand_081599,81.00
cand_082219,81.00
cand_083535,81.00
cand_083585,81.00
cand_084616,81.00
cand_086508,81.00
cand_086651,81.00
cand_087228,81.00
cand_090650,81.00
cand_092254,81.00
cand_092290,81.00
cand_092401,81.00
cand_093478,81.00
cand_093590,81.00
cand_093700,81.00
cand_094938,81.00
cand_095313,81.00
cand_095367,81.00
cand_095373,81.00
cand_095467,81.00
cand_095495,81.00
cand_096631,81.00
cand_096705,81.00
cand_097131,81.00
cand_098371,81.00
cand_000441,80.00
cand_001956,80.00
cand_002333,80.00
cand_002987,80.00
cand_003349,80.00
cand_003553,80.00
cand_004844,80.00
cand_004999,80.00
cand_005281,80.00
cand_006183,80.00
cand_007869,80.00
cand_008086,80.00
cand_008720,80.00
cand_008897,80.00
cand_009094,80.00
cand_010503,80.00
cand_011385,80.00
cand_011400,80.00
cand_012629,80.00
cand_012734,80.00
cand_012927,80.00
cand_013443,80.00
cand_013687,80.00
cand_013693,80.00
cand_013863,80.00
cand_014312,80.00
cand_015344,80.00
cand_015664,80.00
cand_017607,80.00
cand_018239,80.00
cand_018244,80.00
cand_018873,80.00
cand_020685,80.00
cand_020954,80.00
cand_021080,80.00
cand_022179,80.00
cand_022687,80.00
cand_023076,80.00
cand_023432,80.00
cand_023458,80.00
cand_023527,80.00
cand_023906,80.00
cand_023986,80.00
cand_024243,80.00
cand_024518,80.00
cand_025060,80.00
cand_026244,80.00
cand_026560,80.00
cand_026855,80.00
cand_026979,80.00
cand_027360,80.00
cand_028089,80.00
cand_028946,80.00
cand_030318,80.00
cand_030554,80.00
cand_031473,80.00
cand_033092,80.00
cand_033113,80.00
cand_033617,80.00
cand_033708,80.00
cand_033714,80.00
cand_033941,80.00
cand_034740,80.00
cand_035092,80.00
cand_035739,80.00
cand_036476,80.00
cand_036980,80.00
cand_038421,80.00
cand_038653,80.00
cand_039297,80.00
cand_039310,80.00
cand_045560,80.00
cand_045620,80.00
cand_047798,80.00
cand_048382,80.00
cand_048493,80.00
cand_048963,80.00
cand_049179,80.00
cand_049587,80.00
cand_049781,80.00
cand_050011,80.00
cand_050168,80.00
cand_050684,80.00
cand_050708,80.00
cand_051105,80.00
cand_051165,80.00
cand_051517,80.00
cand_051582,80.00
cand_051799,80.00
cand_052743,80.00
cand_053955,80.00
cand_054384,80.00
cand_055094,80.00
cand_056705,80.00
cand_056945,80.00
cand_057060,80.00
cand_057295,80.00
cand_058533,80.00
cand_058763,80.00
cand_059151,80.00
cand_060055,80.00
cand_060236,80.00
cand_060250,80.00
cand_060354,80.00
cand_060368,80.00
cand_060506,80.00
cand_060672,80.00
cand_060865,80.00
cand_060915,80.00
cand_063250,80.00
cand_063872,80.00
cand_064386,80.00
cand_065925,80.00
cand_066249,80.00
cand_069140,80.00
cand_070232,80.00
cand_071160,80.00
cand_072753,80.00
cand_073846,80.00
cand_073999,80.00
cand_074357,80.00
cand_074364,80.00
cand_076411,80.00
cand_077138,80.00
cand_077413,80.00
cand_078063,80.00
cand_079067,80.00
cand_079338,80.00
cand_079533,80.00
cand_080515,80.00
cand_080741,80.00
cand_081072,80.00
cand_081234,80.00
cand_081289,80.00
cand_081290,80.00
cand_081936,80.00
cand_082881,80.00
cand_083372,80.00
cand_084018,80.00
cand_085144,80.00
cand_086121,80.00
cand_086904,80.00
cand_088793,80.00
cand_089438,80.00
cand_089950,80.00
cand_089954,80.00
cand_090017,80.00
cand_090131,80.00
cand_090165,80.00
cand_090348,80.00
cand_090988,80.00
cand_091521,80.00
cand_091899,80.00
cand_092256,80.00
cand_093705,80.00
cand_094344,80.00
cand_094461,80.00
cand_095246,80.00
cand_095445,80.00
cand_096215,80.00
cand_096656,80.00
cand_097381,80.00
cand_098357,80.00
cand_098755,80.00
cand_099342,80.00
cand_000260,79.00
cand_000583,79.00
cand_000653,79.00
cand_002391,79.00
cand_004785,79.00
cand_005432,79.00
cand_006014,79.00
cand_006185,79.00
cand_006535,79.00
cand_006720,79.00
cand_007069,79.00
cand_007421,79.00
cand_007871,79.00
cand_010398,79.00
cand_010906,79.00
cand_011005,79.00
cand_011799,79.00
cand_012440,79.00
cand_012462,79.00
cand_013012,79.00
cand_014615,79.00
cand_014640,79.00
cand_015328,79.00
cand_015746,79.00
cand_016073,79.00
cand_016105,79.00
cand_016445,79.00
cand_016775,79.00
cand_016976,79.00
cand_017703,79.00
cand_018384,79.00
cand_018796,79.00
cand_019978,79.00
cand_020841,79.00
cand_020907,79.00
cand_021433,79.00
cand_021947,79.00
cand_022499,79.00
cand_023029,79.00
cand_023949,79.00
cand_024193,79.00
cand_025214,79.00
cand_025568,79.00
cand_026129,79.00
cand_027318,79.00
cand_027599,79.00
cand_029400,79.00
cand_031350,79.00
cand_031942,79.00
cand_032981,79.00
cand_034866,79.00
cand_035066,79.00
cand_035850,79.00
cand_037209,79.00
cand_037998,79.00
cand_038153,79.00
cand_038208,79.00
cand_038220,79.00
cand_038342,79.00
cand_038805,79.00
cand_038821,79.00
cand_039395,79.00
cand_041426,79.00
cand_042278,79.00
cand_044848,79.00
cand_045563,79.00
cand_045860,79.00
cand_045899,79.00
cand_046201,79.00
cand_047714,79.00
cand_048174,79.00
cand_048907,79.00
cand_050566,79.00
cand_050792,79.00
cand_050807,79.00
cand_052388,79.00
cand_053042,79.00
cand_053575,79.00
cand_053804,79.00
cand_053909,79.00
cand_054778,79.00
cand_055371,79.00
cand_055527,79.00
cand_056179,79.00
cand_056964,79.00
cand_057030,79.00
cand_058026,79.00
cand_058081,79.00
cand_058214,79.00
cand_058230,79.00
cand_058497,79.00
cand_060029,79.00
cand_060431,79.00
cand_062067,79.00
cand_063651,79.00
cand_064171,79.00
cand_065090,79.00
cand_067235,79.00
cand_067621,79.00
cand_068721,79.00
cand_068851,79.00
cand_070523,79.00
cand_070630,79.00
cand_071396,79.00
cand_071683,79.00
cand_071769,79.00
cand_072367,79.00
cand_072368,79.00
cand_072780,79.00
cand_074732,79.00
cand_075655,79.00
cand_076867,79.00
cand_076877,79.00
cand_076951,79.00
cand_077735,79.00
cand_079547,79.00
cand_080035,79.00
cand_080424,79.00
cand_083033,79.00
cand_084106,79.00
cand_084968,79.00
cand_085635,79.00
cand_085843,79.00
cand_086031,79.00
cand_086402,79.00
cand_087160,79.00
cand_087666,79.00
cand_088715,79.00
cand_089610,79.00
cand_090058,79.00
cand_090920,79.00
cand_091587,79.00
cand_092533,79.00
cand_094893,79.00
cand_096310,79.00
cand_097191,79.00
cand_097223,79.00
cand_098927,79.00
cand_099591,79.00
cand_099708,79.00
cand_000008,78.00
cand_000299,78.00
cand_000575,78.00
cand_001210,78.00
cand_002087,78.00
cand_002789,78.00
cand_002980,78.00
cand_002995,78.00
cand_003834,78.00
cand_003892,78.00
cand_004283,78.00
cand_005030,78.00
cand_005083,78.00
cand_005216,78.00
cand_006127,78.00
cand_006198,78.00
cand_006300,78.00
cand_006512,78.00
cand_012257,78.00
cand_012997,78.00
cand_013611,78.00
cand_013789,78.00
cand_013904,78.00
cand_014021,78.00
cand_014164,78.00
cand_015890,78.00
cand_016138,78.00
cand_017129,78.00
cand_017225,78.00
cand_017869,78.00
cand_017905,78.00
cand_018127,78.00
cand_018139,78.00
cand_018507,78.00
cand_019082,78.00
cand_019591,78.00
cand_020218,78.00
cand_020287,78.00
cand_020414,78.00
cand_020476,78.00
cand_020574,78.00
cand_021772,78.00
cand_024120,78.00
cand_024569,78.00
cand_024623,78.00
cand_025586,78.00
cand_025610,78.00
cand_025662,78.00
cand_026016,78.00
cand_026407,78.00
cand_027094,78.00
cand_027427,78.00
cand_028615,78.00
cand_029175,78.00
cand_029560,78.00
cand_029825,78.00
cand_029911,78.00
cand_029920,78.00
cand_030317,78.00
cand_030651,78.00
cand_030812,78.00
cand_031536,78.00
cand_032026,78.00
cand_032430,78.00
cand_032511,78.00
cand_032809,78.00
cand_032951,78.00
cand_032985,78.00
cand_033165,78.00
cand_033302,78.00
cand_033519,78.00
cand_034699,78.00
cand_034714,78.00
cand_034780,78.00
cand_035316,78.00
cand_035631,78.00
cand_035767,78.00
cand_037334,78.00
cand_037388,78.00
cand_038675,78.00
cand_038800,78.00
cand_038946,78.00
cand_040581,78.00
cand_041170,78.00
cand_041343,78.00
cand_041815,78.00
cand_041885,78.00
cand_042623,78.00
cand_043276,78.00
cand_043279,78.00
cand_043588,78.00
cand_043834,78.00
cand_044308,78.00
cand_044478,78.00
cand_046065,78.00
cand_046349,78.00
cand_046690,78.00
cand_046709,78.00
cand_047105,78.00
cand_047376,78.00
cand_048504,78.00
cand_048576,78.00
cand_048845,78.00
cand_049732,78.00
cand_050463,78.00
cand_050808,78.00
cand_050916,78.00
cand_051565,78.00
cand_052498,78.00
cand_052704,78.00
cand_053521,78.00
cand_053831,78.00
cand_054393,78.00
cand_054821,78.00
cand_055444,78.00
cand_055786,78.00
cand_055956,78.00
cand_056357,78.00
cand_056914,78.00
cand_057001,78.00
cand_057150,78.00
cand_057484,78.00
cand_057674,78.00
cand_058397,78.00
cand_058578,78.00
cand_059810,78.00
cand_059927,78.00
cand_061280,78.00
cand_061521,78.00
cand_061902,78.00
cand_062575,78.00
cand_063195,78.00
cand_063433,78.00
cand_064317,78.00
cand_064693,78.00
cand_065262,78.00
cand_065440,78.00
cand_065739,78.00
cand_066059,78.00
cand_066238,78.00
cand_066388,78.00
cand_066660,78.00
cand_067202,78.00
cand_067630,78.00
cand_068189,78.00
cand_068695,78.00
cand_068905,78.00
cand_069197,78.00
cand_069343,78.00
cand_069471,78.00
cand_069704,78.00
cand_070209,78.00
cand_071131,78.00
cand_071231,78.00
cand_071311,78.00
cand_071403,78.00
cand_071430,78.00
cand_071738,78.00
cand_073158,78.00
cand_073640,78.00
cand_074608,78.00
cand_075021,78.00
cand_075767,78.00
cand_075986,78.00
cand_077526,78.00
cand_077619,78.00
cand_077784,78.00
cand_078258,78.00
cand_078397,78.00
cand_078948,78.00
cand_079696,78.00
cand_080119,78.00
cand_080249,78.00
cand_080606,78.00
cand_080626,78.00
cand_081333,78.00
cand_081509,78.00
cand_081650,78.00
cand_081758,78.00
cand_082077,78.00
cand_083409,78.00
cand_083695,78.00
cand_084345,78.00
cand_084542,78.00
cand_086956,78.00
cand_088919,78.00
cand_089331,78.00
cand_089860,78.00
cand_089870,78.00
cand_090572,78.00
cand_093829,78.00
cand_094077,78.00
cand_094783,78.00
cand_094964,78.00
cand_095237,78.00
cand_095292,78.00
cand_095405,78.00
cand_096199,78.00
cand_096830,78.00
cand_096882,78.00
cand_098686,78.00
cand_098735,78.00
cand_098968,78.00
cand_099159,78.00
cand_000191,77.00
cand_000279,77.00
cand_000280,77.00
cand_001007,77.00
cand_001012,77.00
cand_002293,77.00
cand_003152,77.00
cand_003681,77.00
cand_003760,77.00
cand_004047,77.00
cand_004182,77.00
cand_004325,77.00
cand_004626,77.00
cand_004702,77.00
cand_004715,77.00
cand_004752,77.00
cand_004893,77.00
cand_005037,77.00
cand_005758,77.00
cand_006709,77.00
cand_006859,77.00
cand_007086,77.00
cand_007562,77.00
cand_007826,77.00
cand_008379,77.00
cand_008944,77.00
cand_009494,77.00
cand_009680,77.00
cand_009944,77.00
cand_012304,77.00
cand_012496,77.00
cand_012923,77.00
cand_013455,77.00
cand_013535,77.00
cand_013568,77.00
cand_014538,77.00
cand_014938,77.00
cand_016213,77.00
cand_016298,77.00
cand_016847,77.00
cand_017143,77.00
cand_018435,77.00
cand_018598,77.00
cand_019139,77.00
cand_019167,77.00
cand_019914,77.00
cand_020040,77.00
cand_020433,77.00
cand_021440,77.00
cand_021759,77.00
cand_021809,77.00
cand_022634,77.00
cand_023554,77.00
cand_023805,77.00
cand_024737,77.00
cand_025939,77.00
cand_026505,77.00
cand_027653,77.00
cand_028289,77.00
cand_029170,77.00
cand_029497,77.00
cand_029751,77.00
cand_030240,77.00
cand_030511,77.00
cand_030956,77.00
cand_031459,77.00
cand_031491,77.00
cand_031512,77.00
cand_032548,77.00
cand_033511,77.00
cand_033673,77.00
cand_034449,77.00
cand_036140,77.00
cand_037504,77.00
cand_038375,77.00
cand_039187,77.00
cand_039656,77.00
cand_039722,77.00
cand_039940,77.00
cand_040317,77.00
cand_040838,77.00
cand_041012,77.00
cand_041143,77.00
cand_041827,77.00
cand_042362,77.00
cand_042757,77.00
cand_042909,77.00
cand_043124,77.00
cand_043479,77.00
cand_043813,77.00
cand_044115,77.00
cand_044303,77.00
cand_044411,77.00
cand_045179,77.00
cand_045581,77.00
cand_045592,77.00
cand_045793,77.00
cand_046436,77.00
cand_046843,77.00
cand_047414,77.00
cand_047744,77.00
cand_048792,77.00
cand_048844,77.00
cand_048960,77.00
cand_049523,77.00
cand_049568,77.00
cand_049635,77.00
cand_050301,77.00
cand_050988,77.00
cand_051636,77.00
cand_051842,77.00
cand_052011,77.00
cand_052304,77.00
cand_053096,77.00
cand_053370,77.00
cand_053753,77.00
cand_054546,77.00
cand_054664,77.00
cand_055075,77.00
cand_055092,77.00
cand_055677,77.00
cand_055869,77.00
cand_056217,77.00
cand_058347,77.00
cand_058814,77.00
cand_059264,77.00
cand_059733,77.00
cand_060806,77.00
cand_061696,77.00
cand_061754,77.00
cand_062077,77.00
cand_062246,77.00
cand_063208,77.00
cand_063370,77.00
cand_063436,77.00
cand_063590,77.00
cand_063877,77.00
cand_064230,77.00
cand_065110,77.00
cand_065662,77.00
cand_066918,77.00
cand_067410,77.00
cand_068781,77.00
cand_070357,77.00
cand_071239,77.00
cand_071619,77.00
cand_072273,77.00
cand_072560,77.00
cand_072614,77.00
cand_072680,77.00
cand_073721,77.00
cand_073976,77.00
cand_074585,77.00
cand_074809,77.00
cand_075197,77.00
cand_075198,77.00
cand_075234,77.00
cand_075419,77.00
cand_076787,77.00
cand_077196,77.00
cand_077463,77.00
cand_077497,77.00
cand_078976,77.00
cand_079097,77.00
cand_079126,77.00
cand_079426,77.00
cand_079686,77.00
cand_079938,77.00
cand_080450,77.00
cand_080689,77.00
cand_081646,77.00
cand_082040,77.00
cand_083043,77.00
cand_083417,77.00
cand_083989,77.00
cand_084119,77.00
cand_084411,77.00
cand_086563,77.00
cand_086681,77.00
cand_086726,77.00
cand_087023,77.00
cand_087749,77.00
cand_087761,77.00
cand_088595,77.00
cand_088879,77.00
cand_089806,77.00
cand_090518,77.00
cand_091016,77.00
cand_091172,77.00
cand_091447,77.00
cand_091531,77.00
cand_091610,77.00
cand_091937,77.00
cand_093165,77.00
cand_093821,77.00
cand_094307,77.00
cand_094698,77.00
cand_094701,77.00
cand_095290,77.00
cand_095848,77.00
cand_095861,77.00
cand_096193,77.00
cand_097118,77.00
cand_098547,77.00
cand_099146,77.00
cand_099178,77.00
cand_099371,77.00
cand_000355,76.00
cand_001625,76.00
cand_001981,76.00
cand_002791,76.00
cand_003024,76.00
cand_004828,76.00
cand_005032,76.00
cand_005288,76.00
cand_005434,76.00
cand_005674,76.00
cand_006043,76.00
cand_006515,76.00
cand_007359,76.00
cand_007938,76.00
cand_008041,76.00
cand_008258,76.00
cand_008495,76.00
cand_009307,76.00
cand_009344,76.00
cand_009580,76.00
cand_010784,76.00
cand_011399,76.00
cand_011792,76.00
cand_012395,76.00
cand_012941,76.00
cand_013899,76.00
cand_013950,76.00
cand_013990,76.00
cand_014117,76.00
cand_014460,76.00
cand_014521,76.00
cand_014613,76.00
cand_014759,76.00
cand_015166,76.00
cand_015263,76.00
cand_015470,76.00
cand_015592,76.00
cand_017282,76.00
cand_017577,76.00
cand_017855,76.00
cand_017951,76.00
cand_018115,76.00
cand_019033,76.00
cand_019105,76.00
cand_019253,76.00
cand_020272,76.00
cand_020322,76.00
cand_020396,76.00
cand_020851,76.00
cand_021130,76.00
cand_021824,76.00
cand_021872,76.00
cand_021907,76.00
cand_022416,76.00
cand_023473,76.00
cand_023576,76.00
cand_023761,76.00
cand_024003,76.00
cand_024443,76.00
cand_024446,76.00
cand_024555,76.00
cand_025115,76.00
cand_025522,76.00
cand_025683,76.00
cand_026033,76.00
cand_026514,76.00
cand_026600,76.00
cand_026777,76.00
cand_026810,76.00
cand_027055,76.00
cand_027472,76.00
cand_028480,76.00
cand_028563,76.00
cand_029494,76.00
cand_029707,76.00
cand_029806,76.00
cand_030292,76.00
cand_031142,76.00
cand_031583,76.00
cand_032698,76.00
cand_034487,76.00
cand_035046,76.00
cand_035272,76.00
cand_035681,76.00
cand_036385,76.00
cand_036621,76.00
cand_036798,76.00
cand_037066,76.00
cand_037822,76.00
cand_038491,76.00
cand_038614,76.00
cand_039045,76.00
cand_039070,76.00
cand_039109,76.00
cand_039326,76.00
cand_039586,76.00
cand_040139,76.00
cand_040160,76.00
cand_041157,76.00
cand_043046,76.00
cand_043302,76.00
cand_043424,76.00
cand_044237,76.00
cand_044840,76.00
cand_044909,76.00
cand_045121,76.00
cand_045240,76.00
cand_046357,76.00
cand_046671,76.00
cand_046961,76.00
cand_047610,76.00
cand_048075,76.00
cand_048414,76.00
cand_048749,76.00
cand_048971,76.00
cand_049203,76.00
cand_050152,76.00
cand_050211,76.00
cand_051656,76.00
cand_051768,76.00
cand_051861,76.00
cand_052069,76.00
cand_052454,76.00
cand_052821,76.00
cand_052937,76.00
cand_053360,76.00
cand_053483,76.00
cand_054202,76.00
cand_054466,76.00
cand_054859,76.00
cand_055394,76.00
cand_055804,76.00
cand_055826,76.00
cand_056037,76.00
cand_056817,76.00
cand_057346,76.00
cand_057505,76.00
cand_057650,76.00
cand_057685,76.00
cand_059762,76.00
cand_059877,76.00
cand_059981,76.00
cand_060301,76.00
cand_060441,76.00
cand_060484,76.00
cand_061702,76.00
